chr1	735380	1285380 
chr1	1285380	1881439 
chr1	1649873	1649942 
chr1	1881439	3766564 
chr1	2604991	2605041 
chr1	2634110	2634150 
chr1	2623908	2628000 
chr1	2628000	2632784 
chr1	2689643	2689729 
chr1	2686931	2687255 
chr1	4010060	6060060 
chr1	6060060	6510060 
chr1	6510060	8010060 
chr1	8010060	8460060 
chr1	8460060	8910059 
chr1	8960059	9610058 
chr1	9660058	10560057 
chr1	10560057	11060057 
chr1	11060057	12110057 
chr1	12310057	12760022 
chr1	13776467	15826495 
chr1	15876495	16826495 
chr1	17376495	17726496 
chr1	17776496	19176494 
chr1	19226494	19576494 
chr1	19576494	20026493 
chr1	20026493	20226493 
chr1	20226493	21026493 
chr1	21026493	21526493 
chr1	21576493	22026493 
chr1	22026493	22376493 
chr1	22426493	23026493 
chr1	23026493	23276493 
chr1	23326493	24126490 
chr1	24126490	24376490 
chr1	24376490	24776490 
chr1	24776490	24976491 
chr1	24976491	25226491 
chr1	25226491	25576491 
chr1	25576491	26176491 
chr1	26176491	26776491 
chr1	26826491	27226491 
chr1	27276491	28076511 
chr1	28176511	29126512 
chr1	29126512	29526512 
chr1	31222847	31422847 
chr1	31422847	32115601 
chr1	32115601	32665601 
chr1	32665601	32915601 
chr1	32915601	33365601 
chr1	33365601	33565601 
chr1	33565601	33965600 
chr1	33965600	35265601 
chr1	35265601	36315601 
chr1	36315601	36515601 
chr1	36565601	36915601 
chr1	36915601	37915601 
chr1	37915601	38215672 
chr1	38415672	39465672 
chr1	39565672	40265672 
chr1	40265672	40515672 
chr1	40515672	40965672 
chr1	41065672	41465672 
chr1	41465672	43265671 
chr1	43265671	43665671 
chr1	43665671	44565672 
chr1	44565672	45165672 
chr1	45165672	46015672 
chr1	46065672	46865672 
chr1	46865672	47865672 
chr1	47865672	48215672 
chr1	48215672	48565672 
chr1	48565672	50865672 
chr1	50865672	51765672 
chr1	51815672	52315672 
chr1	52315672	52515672 
chr1	52515672	52865672 
chr1	52865672	53665672 
chr1	53715672	54315673 
chr1	54315673	55465673 
chr1	55515673	57265673 
chr1	57265673	58915672 
chr1	58965672	60365672 
chr1	60415672	61315672 
chr1	61315672	62565672 
chr1	62615672	62915671 
chr1	62915671	63315671 
chr1	63315671	64065671 
chr1	64065671	64765683 
chr1	64765683	65515683 
chr1	65515683	66215683 
chr1	66215683	66365683 
chr1	66365683	67215683 
chr1	67215683	67965683 
chr1	68015683	68315683 
chr1	68315683	68865683 
chr1	68865683	71015683 
chr1	71015683	71515683 
chr1	71565683	75215684 
chr1	75215684	75715685 
chr1	75715685	76315685 
chr1	76315685	77615685 
chr1	77615685	78465684 
chr1	78465684	78565684 
chr1	78615684	79165685 
chr1	79165685	79715685 
chr1	79715685	80665685 
chr1	80665685	82265685 
chr1	82265685	84315683 
chr1	84365683	85765683 
chr1	85765683	86815683 
chr1	86815683	87215683 
chr1	87215683	87565683 
chr1	87565683	89415683 
chr1	89415683	89965559 
chr1	89965559	90465559 
chr1	90515558	91765557 
chr1	91765557	91965557 
chr1	91965557	92465557 
chr1	92465557	92765557 
chr1	92765557	93265557 
chr1	93315557	94365556 
chr1	94365556	94915556 
chr1	94965556	95565556 
chr1	95565556	97415556 
chr1	97415556	99065556 
chr1	99265556	100215556 
chr1	100215556	101315556 
chr1	101365556	101865556 
chr1	104292622	108292622 
chr1	108342622	109042622 
chr1	109042622	109342622 
chr1	109342622	110042622 
chr1	110142622	110592622 
chr1	110642622	111042622 
chr1	111092622	112042622 
chr1	112042622	112342622 
chr1	112342622	112942622 
chr1	112942622	113292622 
chr1	113292622	113692622 
chr1	113692622	114342622 
chr1	114342622	114492622 
chr1	114542622	115392621 
chr1	115692621	116692621 
chr1	116692621	117142622 
chr1	117142622	117642622 
chr1	117642622	118492623 
chr1	118542623	120292623 
chr1	120292623	120692562 
chr1	145353722	145353878 
chr1	145324065	145324093 
chr1	145354776	145354810 
chr1	145354776	145354810 
chr1	145317802	145317850 
chr1	145357173	145357200 
chr1	148010036	148010089 
chr1	149821567	150172275 
chr1	150222390	151222476 
chr1	151422476	152022476 
chr1	152022476	152472476 
chr1	152472476	153322476 
chr1	153322476	153472476 
chr1	153472476	154172476 
chr1	154272476	155122476 
chr1	155169791	156869792 
chr1	157069792	158119790 
chr1	158119790	159119790 
chr1	159119790	160069790 
chr1	160069790	161019790 
chr1	161019790	161169790 
chr1	161169790	161419790 
chr1	161419790	161769790 
chr1	161769790	162819790 
chr1	162819790	163269790 
chr1	163319790	165119237 
chr1	165219237	165319237 
chr1	165319237	165919237 
chr1	165919237	166819237 
chr1	166819237	167719237 
chr1	167719237	168069238 
chr1	168069238	168169238 
chr1	168219238	168319238 
chr1	168319238	169819141 
chr1	169819141	171469139 
chr1	171569140	172419140 
chr1	172519140	172719140 
chr1	172719140	173219139 
chr1	173219139	173419139 
chr1	173419139	174169138 
chr1	174219138	174969136 
chr1	175019136	176269136 
chr1	176269136	176869136 
chr1	176869136	177969135 
chr1	177969135	178269135 
chr1	178269135	179019135 
chr1	179019135	179769135 
chr1	179819135	180219135 
chr1	180219135	180419135 
chr1	180469135	180869136 
chr1	180869136	181119136 
chr1	181169136	182069135 
chr1	182069135	182819135 
chr1	182819135	183619135 
chr1	183619135	183919134 
chr1	183919134	184669134 
chr1	184719134	185719132 
chr1	185719132	186319132 
chr1	186369132	186969132 
chr1	187019132	190469130 
chr1	190469130	192469130 
chr1	192469130	193119130 
chr1	193119130	194319130 
chr1	194319130	196119130 
chr1	196119130	196719130 
chr1	196719130	197369130 
chr1	197369130	197919130 
chr1	197919130	198669129 
chr1	198719129	199569128 
chr1	199669128	200569128 
chr1	200569128	201169128 
chr1	201169128	201419128 
chr1	201419128	201819128 
chr1	201919128	202119128 
chr1	202119128	203019128 
chr1	203019128	203769128 
chr1	203819128	204519128 
chr1	204519128	205569128 
chr1	206673333	207223345 
chr1	207223345	208023345 
chr1	208023345	210023345 
chr1	210023345	210573344 
chr1	210573344	211423342 
chr1	211473342	211873342 
chr1	211873342	212223342 
chr1	212223342	212673342 
chr1	212673342	213273342 
chr1	213273342	214373343 
chr1	214373343	214773343 
chr1	214823343	215823342 
chr1	215823342	218373342 
chr1	218423342	220023342 
chr1	220023342	220123342 
chr1	220123342	220973342 
chr1	220973342	222673342 
chr1	222673342	222873342 
chr1	222973342	223273342 
chr1	223937702	224687702 
chr1	224687702	225637702 
chr1	225637702	226337701 
chr1	226337701	227637701 
chr1	227687701	228744115 
chr1	228771372	228771405 
chr1	228763058	228763094 
chr1	228785747	229435747 
chr1	229435747	229685747 
chr1	229685747	230635746 
chr1	230635746	230785746 
chr1	230785746	231485746 
chr1	231485746	231835746 
chr1	231835746	233485746 
chr1	233485746	234585746 
chr1	235313315	235613315 
chr1	235663300	236263300 
chr1	236263300	236713300 
chr1	236763300	237763300 
chr1	237863300	240163300 
chr1	240163300	240863300 
chr1	240863300	241663300 
chr1	241663300	242063302 
chr1	242213302	243263302 
chr1	243263302	243513302 
chr1	243513302	244663302 
chr1	244663302	244763302 
chr1	244763302	247013302 
chr1	247113302	247763302 
chr10	95940	1195940 
chr10	1195940	3242192 
chr10	1280934	1281406 
chr10	1281235	1281432 
chr10	1281433	1281457 
chr10	1281902	1281932 
chr10	1281906	1281950 
chr10	1281930	1281971 
chr10	1282143	1282168 
chr10	3242192	4842192 
chr10	4892192	5741963 
chr10	5741963	5991963 
chr10	5991963	6441962 
chr10	6491962	7591962 
chr10	7591962	9391963 
chr10	9391963	11591999 
chr10	11591999	11791999 
chr10	11841999	13242000 
chr10	13392000	14591999 
chr10	14591999	15441999 
chr10	15491999	15941999 
chr10	15941999	16841999 
chr10	16891999	17841999 
chr10	18238929	18588929 
chr10	18588929	21138929 
chr10	21188929	22238929 
chr10	22288929	23388929 
chr10	23438929	24838929 
chr10	24888929	25438929 
chr10	25438929	26038929 
chr10	26038929	26988929 
chr10	26988929	27688929 
chr10	27688929	28738929 
chr10	28938929	29788929 
chr10	29788929	30688929 
chr10	30688929	30938929 
chr10	30938929	32688928 
chr10	32688928	33488928 
chr10	33488928	34938928 
chr10	34988928	35338928 
chr10	35388928	35938928 
chr10	35938928	37238928 
chr10	37238928	39143131 
chr10	44145448	45545448 
chr10	45545448	46295448 
chr10	49358043	50808046 
chr10	52009760	52509760 
chr10	52509760	54059760 
chr10	54059760	54559760 
chr10	54559760	57359760 
chr10	57459760	59909761 
chr10	59909761	61009760 
chr10	61009760	61409758 
chr10	61409758	61859758 
chr10	61859758	62559758 
chr10	62559758	64109759 
chr10	64209759	64909760 
chr10	64909760	65609760 
chr10	65609760	69609758 
chr10	69609758	70059757 
chr10	70109757	70759756 
chr10	70759756	72159756 
chr10	72159756	72609757 
chr10	72659757	73009757 
chr10	73059757	73659758 
chr10	73659758	74059758 
chr10	74109758	75559758 
chr10	75559758	75909758 
chr10	75909758	77009758 
chr10	77009758	78859758 
chr10	78909758	79559758 
chr10	79659758	79809758 
chr10	79809758	81109756 
chr10	81109756	81309756 
chr10	81309756	82059756 
chr10	82059756	85909756 
chr10	86009756	86309756 
chr10	86309756	88159757 
chr10	88159757	88409757 
chr10	88409757	88709757 
chr10	88709757	89259757 
chr10	89259757	89559757 
chr10	89559757	90759757 
chr10	90759757	90959757 
chr10	91009757	92609757 
chr10	92659757	93659757 
chr10	93709757	94259757 
chr10	94259757	94659757 
chr10	94659757	95309757 
chr10	95309757	95459757 
chr10	95459757	96359757 
chr10	96359757	97409757 
chr10	97409757	97659757 
chr10	97759757	98059757 
chr10	98109757	99459757 
chr10	99509757	101509757 
chr10	101509757	102009757 
chr10	102059757	102759757 
chr10	102859757	103509757 
chr10	103559757	103909757 
chr10	103909757	104409757 
chr10	104459757	105409758 
chr10	105409758	106059758 
chr10	106159758	108359758 
chr10	108359758	111609758 
chr10	111609758	112359758 
chr10	112359758	112809758 
chr10	112809758	114209758 
chr10	114209758	115359759 
chr10	115409759	115959759 
chr10	116059759	116209759 
chr10	116209759	116909765 
chr10	116909765	118309512 
chrX	128670667	128670974 
chr10	118409511	118909511 
chr10	118959511	120309512 
